,district,rooms,size,level,max_levels,price,rooms_size,size_level,avarege_level
4626,Сергелийский,4,104.0,2,9,68000.0,26.0,52.0,0.2222222222222222
4627,Мирабадский,3,85.0,7,9,64000.0,28.333333333333332,12.142857142857142,0.7777777777777778
4628,Мирзо-Улугбекский,2,38.0,4,5,33000.0,19.0,9.5,0.8
4629,Юнусабадский,1,38.0,3,4,42000.0,38.0,12.666666666666666,0.75
4630,Шайхантахурский,2,65.0,3,4,56500.0,32.5,21.666666666666668,0.75
4631,Мирабадский,4,200.0,4,5,125000.0,50.0,50.0,0.8
4632,Шайхантахурский,1,70.0,6,7,57500.0,70.0,11.666666666666666,0.8571428571428571
4633,Мирзо-Улугбекский,2,52.0,2,4,31000.0,26.0,26.0,0.5
4634,Яшнободский,3,66.0,3,4,39500.0,22.0,22.0,0.75
4635,Юнусабадский,1,21.0,4,4,12500.0,21.0,5.25,1.0
4636,Мирабадский,2,65.0,1,2,29000.0,32.5,65.0,0.5
4637,Яккасарайский,2,48.0,5,9,23000.0,24.0,9.6,0.5555555555555556
4638,Мирзо-Улугбекский,2,82.0,4,6,125000.0,41.0,20.5,0.6666666666666666
4639,Олмазорский,3,80.0,3,4,46000.0,26.666666666666668,26.666666666666668,0.75
4640,Олмазорский,2,60.0,4,5,33000.0,30.0,15.0,0.8
4641,Чиланзарский,1,36.0,1,4,22500.0,36.0,36.0,0.25
4642,Мирзо-Улугбекский,1,34.0,3,3,20000.0,34.0,11.333333333333334,1.0
4643,Чиланзарский,2,56.0,2,4,33000.0,28.0,28.0,0.5
4644,Юнусабадский,4,83.0,5,5,55000.0,20.75,16.6,1.0
4645,Шайхантахурский,3,67.0,1,5,47000.0,22.333333333333332,67.0,0.2
4646,Шайхантахурский,2,31.0,3,3,40000.0,15.5,10.333333333333334,1.0
4647,Олмазорский,3,73.8,5,5,45000.0,24.599999999999998,14.76,1.0
4648,Шайхантахурский,2,58.0,5,12,37000.0,29.0,11.6,0.4166666666666667
4649,Юнусабадский,2,50.0,3,4,31500.0,25.0,16.666666666666668,0.75
4650,Юнусабадский,3,76.0,4,9,60000.0,25.333333333333332,19.0,0.4444444444444444
4651,Юнусабадский,2,54.0,3,4,31000.0,27.0,18.0,0.75
4652,Мирабадский,2,36.0,1,2,24500.0,18.0,36.0,0.5
4653,Яшнободский,5,112.0,3,9,88000.0,22.4,37.333333333333336,0.3333333333333333
4654,Чиланзарский,3,60.0,3,4,40000.0,20.0,20.0,0.75
4655,Мирзо-Улугбекский,2,46.0,3,5,35000.0,23.0,15.333333333333334,0.6
4656,Мирзо-Улугбекский,1,17.0,3,4,17500.0,17.0,5.666666666666667,0.75
4657,Яккасарайский,2,45.0,1,4,40000.0,22.5,45.0,0.25
4658,Мирабадский,3,110.0,2,7,165000.0,36.666666666666664,55.0,0.2857142857142857
4660,Учтепинский,1,26.0,1,4,19000.0,26.0,26.0,0.25
4661,Шайхантахурский,3,96.0,4,5,87000.0,32.0,24.0,0.8
4662,Юнусабадский,3,78.0,7,9,55000.0,26.0,11.142857142857142,0.7777777777777778
4663,Юнусабадский,1,45.0,4,5,27000.0,45.0,11.25,0.8
4664,Яшнободский,2,55.0,2,5,30800.0,27.5,27.5,0.4
4665,Мирабадский,3,75.0,3,4,75000.0,25.0,25.0,0.75
4666,Мирзо-Улугбекский,1,30.0,5,5,20500.0,30.0,6.0,1.0
4667,Мирзо-Улугбекский,3,75.0,1,5,56000.0,25.0,75.0,0.2
4668,Чиланзарский,3,70.0,5,9,51500.0,23.333333333333332,14.0,0.5555555555555556
4669,Мирзо-Улугбекский,1,35.0,3,4,23000.0,35.0,11.666666666666666,0.75
4670,Мирзо-Улугбекский,3,55.0,4,4,65000.0,18.333333333333332,13.75,1.0
4671,Учтепинский,2,40.0,4,4,31000.0,20.0,10.0,1.0
4672,Мирзо-Улугбекский,2,60.0,5,9,40000.0,30.0,12.0,0.5555555555555556
4673,Яшнободский,2,60.0,5,9,48000.0,30.0,12.0,0.5555555555555556
4674,Чиланзарский,3,78.0,7,9,55000.0,26.0,11.142857142857142,0.7777777777777778
4676,Юнусабадский,3,85.0,1,9,82000.0,28.333333333333332,85.0,0.1111111111111111
4677,Мирзо-Улугбекский,2,52.0,2,5,33000.0,26.0,26.0,0.4
4678,Юнусабадский,3,96.0,4,9,88000.0,32.0,24.0,0.4444444444444444
4679,Шайхантахурский,2,65.0,3,4,36000.0,32.5,21.666666666666668,0.75
4680,Мирабадский,3,100.0,7,9,78000.0,33.333333333333336,14.285714285714286,0.7777777777777778
4681,Мирабадский,4,110.0,5,8,145000.0,27.5,22.0,0.625
4682,Олмазорский,2,56.0,2,5,38000.0,28.0,28.0,0.4
4683,Яшнободский,3,105.0,2,8,65500.0,35.0,52.5,0.25
4684,Мирзо-Улугбекский,2,43.9,1,4,53000.0,21.95,43.9,0.25
4685,Мирзо-Улугбекский,2,50.0,1,4,30299.0,25.0,50.0,0.25
4686,Учтепинский,4,78.0,4,4,52000.0,19.5,19.5,1.0
4687,Учтепинский,2,48.0,1,4,34800.0,24.0,48.0,0.25
4688,Шайхантахурский,2,57.0,2,9,40000.0,28.5,28.5,0.2222222222222222
4689,Юнусабадский,3,89.0,7,9,56000.0,29.666666666666668,12.714285714285714,0.7777777777777778
4691,Шайхантахурский,2,60.0,9,9,36000.0,30.0,6.666666666666667,1.0
4692,Мирзо-Улугбекский,2,38.0,5,5,27500.0,19.0,7.6,1.0
4693,Юнусабадский,3,72.0,7,9,46000.0,24.0,10.285714285714286,0.7777777777777778
4694,Мирзо-Улугбекский,2,51.0,4,4,33500.0,25.5,12.75,1.0
4695,Шайхантахурский,3,70.0,2,9,44000.0,23.333333333333332,35.0,0.2222222222222222
4696,Мирзо-Улугбекский,3,80.0,3,4,125000.0,26.666666666666668,26.666666666666668,0.75
4698,Яккасарайский,2,53.0,5,8,43000.0,26.5,10.6,0.625
4699,Яккасарайский,5,182.0,7,8,160000.0,36.4,26.0,0.875
4700,Шайхантахурский,3,78.0,3,4,61000.0,26.0,26.0,0.75
4701,Юнусабадский,3,70.0,4,4,54000.0,23.333333333333332,17.5,1.0
4702,Чиланзарский,3,120.0,2,8,160000.0,40.0,60.0,0.25
4704,Олмазорский,1,41.0,4,4,23000.0,41.0,10.25,1.0
4705,Мирабадский,3,75.0,8,9,65000.0,25.0,9.375,0.8888888888888888
4706,Юнусабадский,2,62.0,7,9,43000.0,31.0,8.857142857142858,0.7777777777777778
4707,Юнусабадский,2,55.0,1,9,41000.0,27.5,55.0,0.1111111111111111
4708,Яккасарайский,1,38.0,5,5,30500.0,38.0,7.6,1.0
4709,Яшнободский,2,46.0,5,8,31000.0,23.0,9.2,0.625
4710,Мирзо-Улугбекский,5,150.0,1,2,97000.0,30.0,150.0,0.5
4711,Мирабадский,5,120.0,7,9,110000.0,24.0,17.142857142857142,0.7777777777777778
4712,Яккасарайский,2,82.0,4,8,75500.0,41.0,20.5,0.5
4714,Шайхантахурский,3,78.0,8,12,45000.0,26.0,9.75,0.6666666666666666
4715,Юнусабадский,3,100.0,1,4,68000.0,33.333333333333336,100.0,0.25
4716,Мирабадский,1,43.0,5,16,36000.0,43.0,8.6,0.3125
4717,Учтепинский,3,68.0,4,5,42800.0,22.666666666666668,17.0,0.8
4718,Мирзо-Улугбекский,1,25.3,3,4,14500.0,25.3,8.433333333333334,0.75
4719,Мирзо-Улугбекский,2,35.0,5,5,32000.0,17.5,7.0,1.0
4720,Яшнободский,2,56.0,2,2,32500.0,28.0,28.0,1.0
4721,Олмазорский,4,90.0,3,4,48000.0,22.5,30.0,0.75
4722,Мирзо-Улугбекский,3,72.0,4,5,67000.0,24.0,18.0,0.8
4723,Мирабадский,2,62.0,9,9,46000.0,31.0,6.888888888888889,1.0
4724,Учтепинский,2,60.0,3,5,33500.0,30.0,20.0,0.6
4725,Юнусабадский,2,54.0,1,4,38500.0,27.0,54.0,0.25
4726,Юнусабадский,2,54.0,2,4,36000.0,27.0,27.0,0.5
4727,Мирзо-Улугбекский,2,54.0,5,5,50000.0,27.0,10.8,1.0
4728,Юнусабадский,2,57.0,9,9,36000.0,28.5,6.333333333333333,1.0
4729,Олмазорский,5,125.0,6,9,110000.0,25.0,20.833333333333332,0.6666666666666666
4730,Яккасарайский,3,80.0,4,5,56000.0,26.666666666666668,20.0,0.8
4731,Шайхантахурский,3,75.0,8,9,53000.0,25.0,9.375,0.8888888888888888
4732,Олмазорский,3,75.0,6,9,54000.0,25.0,12.5,0.6666666666666666
4733,Юнусабадский,3,77.0,2,5,50000.0,25.666666666666668,38.5,0.4
4734,Юнусабадский,2,55.0,4,4,34000.0,27.5,13.75,1.0
4735,Юнусабадский,4,90.0,9,9,45000.0,22.5,10.0,1.0
4736,Олмазорский,2,58.0,5,9,29500.0,29.0,11.6,0.5555555555555556
4737,Чиланзарский,3,60.0,1,4,42000.0,20.0,60.0,0.25
4738,Шайхантахурский,3,90.0,12,12,37000.0,30.0,7.5,1.0
4739,Мирзо-Улугбекский,3,79.0,3,4,54000.0,26.333333333333332,26.333333333333332,0.75
4740,Яккасарайский,2,64.0,1,5,42000.0,32.0,64.0,0.2
4741,Юнусабадский,2,50.0,3,4,37500.0,25.0,16.666666666666668,0.75
4742,Мирабадский,4,90.0,2,4,95000.0,22.5,45.0,0.5
4743,Олмазорский,3,70.0,2,4,41000.0,23.333333333333332,35.0,0.5
4744,Мирзо-Улугбекский,5,136.0,2,8,129900.0,27.2,68.0,0.25
4745,Яшнободский,2,54.0,7,9,34000.0,27.0,7.714285714285714,0.7777777777777778
4748,Сергелийский,2,57.0,2,9,18000.0,28.5,28.5,0.2222222222222222
4749,Учтепинский,3,80.0,4,4,50000.0,26.666666666666668,20.0,1.0
4750,Мирзо-Улугбекский,4,95.0,9,9,51000.0,23.75,10.555555555555555,1.0
4751,Яккасарайский,5,115.0,4,5,75000.0,23.0,28.75,0.8
4752,Шайхантахурский,2,60.0,6,12,35000.0,30.0,10.0,0.5
4753,Юнусабадский,4,82.0,1,4,55000.0,20.5,82.0,0.25
4754,Яшнободский,1,40.0,2,5,19500.0,40.0,20.0,0.4
4755,Юнусабадский,3,71.0,2,4,75000.0,23.666666666666668,35.5,0.5
4756,Мирабадский,2,56.0,2,4,42000.0,28.0,28.0,0.5
4757,Чиланзарский,3,68.0,3,4,42000.0,22.666666666666668,22.666666666666668,0.75
4758,Мирабадский,2,58.0,2,9,56500.0,29.0,29.0,0.2222222222222222
4759,Яшнободский,3,71.0,2,4,45000.0,23.666666666666668,35.5,0.5
4760,Мирзо-Улугбекский,4,92.0,3,5,45000.0,23.0,30.666666666666668,0.6
4761,Олмазорский,3,82.0,3,9,46000.0,27.333333333333332,27.333333333333332,0.3333333333333333
4765,Мирзо-Улугбекский,5,191.0,8,9,139900.0,38.2,23.875,0.8888888888888888
4766,Шайхантахурский,2,78.0,1,8,114900.0,39.0,78.0,0.125
4767,Яшнободский,3,78.0,2,9,75900.0,26.0,39.0,0.2222222222222222
4768,Яшнободский,3,80.0,5,7,104900.0,26.666666666666668,16.0,0.7142857142857143
4769,Мирабадский,3,75.0,2,10,125000.0,25.0,37.5,0.2
4770,Мирабадский,3,105.0,1,5,92000.0,35.0,105.0,0.2
4772,Юнусабадский,1,65.0,8,9,43000.0,65.0,8.125,0.8888888888888888
4774,Олмазорский,3,79.86,4,8,68000.0,26.62,19.965,0.5
4775,Мирзо-Улугбекский,3,75.0,3,4,69000.0,25.0,25.0,0.75
4776,Мирзо-Улугбекский,3,71.0,2,9,52000.0,23.666666666666668,35.5,0.2222222222222222
4777,Учтепинский,2,84.0,3,7,68000.0,42.0,28.0,0.42857142857142855
4778,Сергелийский,5,120.0,6,9,113500.0,24.0,20.0,0.6666666666666666
4779,Мирзо-Улугбекский,2,65.0,2,4,40000.0,32.5,32.5,0.5
4780,Мирабадский,3,80.0,2,4,83500.0,26.666666666666668,40.0,0.5
4781,Яккасарайский,3,115.0,4,9,128500.0,38.333333333333336,28.75,0.4444444444444444
4782,Чиланзарский,4,105.0,6,9,60000.0,26.25,17.5,0.6666666666666666
4783,Чиланзарский,3,78.0,5,9,50000.0,26.0,15.6,0.5555555555555556
4785,Мирабадский,3,70.0,5,5,28500.0,23.333333333333332,14.0,1.0
4786,Учтепинский,2,52.0,1,4,51000.0,26.0,52.0,0.25
4787,Яккасарайский,3,115.0,1,8,77999.0,38.333333333333336,115.0,0.125
4788,Яккасарайский,2,68.0,8,9,46999.0,34.0,8.5,0.8888888888888888
4789,Мирзо-Улугбекский,3,82.0,4,4,88000.0,27.333333333333332,20.5,1.0
4790,Шайхантахурский,3,70.0,2,4,56000.0,23.333333333333332,35.0,0.5
4791,Яккасарайский,3,71.0,2,4,62500.0,23.666666666666668,35.5,0.5
4792,Олмазорский,3,75.0,2,9,53000.0,25.0,37.5,0.2222222222222222
4793,Чиланзарский,3,59.0,3,5,49500.0,19.666666666666668,19.666666666666668,0.6
4794,Яшнободский,1,47.0,5,8,28000.0,47.0,9.4,0.625
4795,Мирабадский,2,62.0,4,4,60000.0,31.0,15.5,1.0
4796,Яшнободский,2,60.0,3,4,45000.0,30.0,20.0,0.75
4797,Мирабадский,1,42.0,2,9,37000.0,42.0,21.0,0.2222222222222222
4798,Юнусабадский,3,70.0,3,4,75000.0,23.333333333333332,23.333333333333332,0.75
4799,Шайхантахурский,5,150.0,3,12,103000.0,30.0,50.0,0.25
4800,Юнусабадский,5,140.0,3,9,98000.0,28.0,46.666666666666664,0.3333333333333333
4801,Чиланзарский,2,41.0,4,4,30000.0,20.5,10.25,1.0
4802,Чиланзарский,2,52.0,2,4,37900.0,26.0,26.0,0.5
4803,Юнусабадский,3,70.0,2,4,60000.0,23.333333333333332,35.0,0.5
4804,Чиланзарский,2,58.0,3,4,53500.0,29.0,19.333333333333332,0.75
4805,Чиланзарский,3,87.0,2,4,70000.0,29.0,43.5,0.5
4806,Юнусабадский,2,60.0,3,4,42000.0,30.0,20.0,0.75
4807,Юнусабадский,2,56.0,3,4,39000.0,28.0,18.666666666666668,0.75
4808,Юнусабадский,2,48.0,3,4,39000.0,24.0,16.0,0.75
4809,Юнусабадский,2,54.0,2,4,37000.0,27.0,27.0,0.5
4810,Яшнободский,1,20.0,2,4,15500.0,20.0,10.0,0.5
4811,Юнусабадский,2,57.0,9,9,37000.0,28.5,6.333333333333333,1.0
4812,Сергелийский,2,52.0,1,4,43000.0,26.0,52.0,0.25
4813,Мирзо-Улугбекский,4,72.0,5,5,43000.0,18.0,14.4,1.0
4814,Мирзо-Улугбекский,2,50.0,1,5,45000.0,25.0,50.0,0.2
4815,Мирзо-Улугбекский,1,30.0,2,4,24000.0,30.0,15.0,0.5
4816,Чиланзарский,2,65.0,4,9,47000.0,32.5,16.25,0.4444444444444444
4817,Мирзо-Улугбекский,1,30.0,2,4,30000.0,30.0,15.0,0.5
4818,Мирзо-Улугбекский,1,22.0,3,4,21000.0,22.0,7.333333333333333,0.75
4819,Мирзо-Улугбекский,2,58.0,2,9,42000.0,29.0,29.0,0.2222222222222222
4820,Яккасарайский,2,60.0,4,4,75000.0,30.0,15.0,1.0
4821,Юнусабадский,3,90.0,2,5,75000.0,30.0,45.0,0.4
4822,Сергелийский,5,120.0,9,9,52000.0,24.0,13.333333333333334,1.0
4823,Мирабадский,3,75.0,6,9,110000.0,25.0,12.5,0.6666666666666666
4824,Яккасарайский,2,60.0,4,4,75000.0,30.0,15.0,1.0
4825,Чиланзарский,3,70.0,1,4,46500.0,23.333333333333332,70.0,0.25
4826,Чиланзарский,1,40.0,4,4,24000.0,40.0,10.0,1.0
4827,Чиланзарский,1,40.0,5,5,25800.0,40.0,8.0,1.0
4828,Учтепинский,1,36.0,4,4,23500.0,36.0,9.0,1.0
4829,Чиланзарский,1,36.0,1,5,27000.0,36.0,36.0,0.2
4830,Чиланзарский,2,50.0,1,5,36500.0,25.0,50.0,0.2
4831,Мирзо-Улугбекский,2,50.0,5,5,36000.0,25.0,10.0,1.0
4832,Юнусабадский,5,120.0,2,9,62000.0,24.0,60.0,0.2222222222222222
4833,Чиланзарский,2,50.0,4,4,33500.0,25.0,12.5,1.0
4834,Чиланзарский,2,50.0,2,5,36000.0,25.0,25.0,0.4
4835,Чиланзарский,2,70.0,4,5,36500.0,35.0,17.5,0.8
4836,Мирзо-Улугбекский,3,95.0,5,5,50000.0,31.666666666666668,19.0,1.0
4837,Мирзо-Улугбекский,4,140.0,9,9,95000.0,35.0,15.555555555555555,1.0
4838,Мирзо-Улугбекский,3,70.0,3,5,42000.0,23.333333333333332,23.333333333333332,0.6
4839,Мирзо-Улугбекский,5,100.0,4,4,48000.0,20.0,25.0,1.0
4841,Мирзо-Улугбекский,2,50.0,4,4,40500.0,25.0,12.5,1.0
4843,Мирабадский,5,116.0,5,9,83000.0,23.2,23.2,0.5555555555555556
4844,Юнусабадский,2,38.0,3,4,30500.0,19.0,12.666666666666666,0.75
4845,Шайхантахурский,2,65.0,9,9,33000.0,32.5,7.222222222222222,1.0
4846,Учтепинский,4,116.0,4,4,56500.0,29.0,29.0,1.0
4847,Чиланзарский,2,47.0,2,4,29000.0,23.5,23.5,0.5
4848,Учтепинский,2,50.0,4,4,29500.0,25.0,12.5,1.0
4849,Яккасарайский,3,89.0,3,3,74999.0,29.666666666666668,29.666666666666668,1.0
4850,Юнусабадский,4,109.0,5,5,49000.0,27.25,21.8,1.0
4851,Олмазорский,4,107.0,5,5,48000.0,26.75,21.4,1.0
4852,Мирабадский,5,110.0,8,9,85000.0,22.0,13.75,0.8888888888888888
4853,Яккасарайский,2,65.0,9,9,90000.0,32.5,7.222222222222222,1.0
4854,Чиланзарский,1,36.0,1,4,26500.0,36.0,36.0,0.25
4855,Мирзо-Улугбекский,4,86.0,3,4,50000.0,21.5,28.666666666666668,0.75
4856,Мирабадский,4,100.0,5,9,105000.0,25.0,20.0,0.5555555555555556
4857,Олмазорский,2,68.0,4,7,56000.0,34.0,17.0,0.5714285714285714
4858,Олмазорский,1,43.0,2,4,27000.0,43.0,21.5,0.5
4859,Олмазорский,1,43.0,2,5,31500.0,43.0,21.5,0.4
4860,Учтепинский,4,84.0,5,5,57000.0,21.0,16.8,1.0
4861,Яшнободский,2,62.0,2,7,52000.0,31.0,31.0,0.2857142857142857
4862,Чиланзарский,2,60.0,4,4,33500.0,30.0,15.0,1.0
4863,Яшнободский,4,120.0,1,9,34500.0,30.0,120.0,0.1111111111111111
4864,Яккасарайский,1,30.0,3,5,32000.0,30.0,10.0,0.6
4865,Мирзо-Улугбекский,3,75.0,4,9,46000.0,25.0,18.75,0.4444444444444444
4866,Мирзо-Улугбекский,2,45.0,5,5,38000.0,22.5,9.0,1.0
4867,Учтепинский,4,88.0,4,5,53000.0,22.0,22.0,0.8
4868,Мирабадский,3,73.0,5,9,65000.0,24.333333333333332,14.6,0.5555555555555556
4869,Яккасарайский,3,80.0,4,5,56000.0,26.666666666666668,20.0,0.8
4870,Яккасарайский,2,64.0,1,5,42000.0,32.0,64.0,0.2
4871,Мирабадский,3,103.0,6,9,100000.0,34.333333333333336,17.166666666666668,0.6666666666666666
4872,Яшнободский,2,55.0,2,4,53000.0,27.5,27.5,0.5
4873,Яшнободский,3,80.0,1,12,41000.0,26.666666666666668,80.0,0.08333333333333333
4874,Учтепинский,2,48.0,2,4,32000.0,24.0,24.0,0.5
4875,Чиланзарский,3,75.0,1,4,56500.0,25.0,75.0,0.25
4876,Юнусабадский,4,98.0,6,9,54000.0,24.5,16.333333333333332,0.6666666666666666
4877,Чиланзарский,1,36.0,3,4,27000.0,36.0,12.0,0.75
4878,Мирабадский,2,70.0,6,9,93000.0,35.0,11.666666666666666,0.6666666666666666
4880,Сергелийский,3,77.0,1,5,85000.0,25.666666666666668,77.0,0.2
4881,Яшнободский,1,42.0,9,9,19000.0,42.0,4.666666666666667,1.0
4882,Чиланзарский,2,65.0,1,4,67000.0,32.5,65.0,0.25
4883,Юнусабадский,4,87.0,3,5,66000.0,21.75,29.0,0.6
4884,Юнусабадский,2,60.0,3,4,78000.0,30.0,20.0,0.75
4885,Яккасарайский,4,100.0,1,5,70500.0,25.0,100.0,0.2
4886,Чиланзарский,3,67.0,4,4,45000.0,22.333333333333332,16.75,1.0
4887,Чиланзарский,4,100.0,3,9,58000.0,25.0,33.333333333333336,0.3333333333333333
4888,Шайхантахурский,4,80.0,2,4,75000.0,20.0,40.0,0.5
4889,Юнусабадский,1,23.7,4,4,18500.0,23.7,5.925,1.0
4890,Яккасарайский,2,57.0,3,4,55000.0,28.5,19.0,0.75
4892,Яккасарайский,4,98.0,5,9,106000.0,24.5,19.6,0.5555555555555556
4893,Яккасарайский,2,72.0,1,5,73500.0,36.0,72.0,0.2
4894,Мирабадский,2,51.0,4,4,50000.0,25.5,12.75,1.0
4895,Олмазорский,1,42.0,2,4,27000.0,42.0,21.0,0.5
4896,Юнусабадский,2,55.0,1,2,26500.0,27.5,55.0,0.5
4897,Шайхантахурский,4,99.3,4,9,77500.0,24.825,24.825,0.4444444444444444
4898,Яккасарайский,2,42.0,1,2,37000.0,21.0,42.0,0.5
4899,Мирзо-Улугбекский,2,58.0,6,9,33500.0,29.0,9.666666666666666,0.6666666666666666
4900,Яккасарайский,3,65.0,1,4,72000.0,21.666666666666668,65.0,0.25
4901,Мирзо-Улугбекский,2,50.0,5,5,32000.0,25.0,10.0,1.0
4902,Яккасарайский,2,50.0,2,2,44500.0,25.0,25.0,1.0
4903,Мирзо-Улугбекский,2,54.0,4,4,31000.0,27.0,13.5,1.0
4904,Юнусабадский,1,40.2,5,9,28000.0,40.2,8.040000000000001,0.5555555555555556
4905,Мирзо-Улугбекский,2,54.0,4,4,31000.0,27.0,13.5,1.0
4906,Шайхантахурский,1,45.0,7,9,27000.0,45.0,6.428571428571429,0.7777777777777778
4907,Мирзо-Улугбекский,2,50.0,1,4,31000.0,25.0,50.0,0.25
4908,Мирзо-Улугбекский,2,60.0,8,9,40000.0,30.0,7.5,0.8888888888888888
4909,Мирзо-Улугбекский,4,71.0,4,4,50000.0,17.75,17.75,1.0
4910,Мирабадский,3,68.0,9,9,90000.0,22.666666666666668,7.555555555555555,1.0
4911,Мирзо-Улугбекский,1,30.0,2,4,22500.0,30.0,15.0,0.5
4912,Юнусабадский,1,47.0,5,9,36000.0,47.0,9.4,0.5555555555555556
4913,Мирзо-Улугбекский,3,74.0,2,9,58000.0,24.666666666666668,37.0,0.2222222222222222
4914,Яккасарайский,3,90.0,3,3,75000.0,30.0,30.0,1.0
4915,Юнусабадский,4,96.0,2,4,75000.0,24.0,48.0,0.5
4916,Юнусабадский,2,69.7,9,9,75900.0,34.85,7.7444444444444445,1.0
4917,Яккасарайский,2,61.0,2,3,67000.0,30.5,30.5,0.6666666666666666
4918,Мирзо-Улугбекский,3,70.0,5,9,61000.0,23.333333333333332,14.0,0.5555555555555556
4919,Мирзо-Улугбекский,3,75.0,3,4,68000.0,25.0,25.0,0.75
4920,Мирзо-Улугбекский,4,80.0,5,5,47000.0,20.0,16.0,1.0
4921,Яккасарайский,2,54.0,3,4,65000.0,27.0,18.0,0.75
4922,Учтепинский,2,44.0,4,5,36000.0,22.0,11.0,0.8
4923,Мирабадский,2,45.0,6,9,58000.0,22.5,7.5,0.6666666666666666
4924,Мирабадский,3,112.0,2,8,165000.0,37.333333333333336,56.0,0.25
4925,Чиланзарский,2,50.0,4,4,33000.0,25.0,12.5,1.0
4927,Яккасарайский,2,53.0,4,5,46000.0,26.5,13.25,0.8
4928,Чиланзарский,1,30.0,1,4,27000.0,30.0,30.0,0.25
4929,Олмазорский,2,60.0,3,4,40500.0,30.0,20.0,0.75
4930,Чиланзарский,2,55.0,5,9,30000.0,27.5,11.0,0.5555555555555556
4931,Яккасарайский,2,53.0,5,8,43000.0,26.5,10.6,0.625
4932,Мирзо-Улугбекский,1,51.0,5,9,55000.0,51.0,10.2,0.5555555555555556
4933,Юнусабадский,1,42.0,4,5,28000.0,42.0,10.5,0.8
4934,Мирзо-Улугбекский,2,45.0,1,4,35500.0,22.5,45.0,0.25
4936,Яккасарайский,1,35.0,3,5,35000.0,35.0,11.666666666666666,0.6
4937,Олмазорский,1,42.0,4,4,22500.0,42.0,10.5,1.0
4938,Юнусабадский,2,64.0,1,4,37200.0,32.0,64.0,0.25
4939,Чиланзарский,4,105.0,4,6,60000.0,26.25,26.25,0.6666666666666666
4940,Чиланзарский,1,43.0,4,9,23500.0,43.0,10.75,0.4444444444444444
4941,Чиланзарский,2,46.0,3,4,25000.0,23.0,15.333333333333334,0.75
4942,Мирабадский,6,130.0,7,9,130000.0,21.666666666666668,18.571428571428573,0.7777777777777778
4943,Юнусабадский,2,60.0,1,9,68000.0,30.0,60.0,0.1111111111111111
4944,Юнусабадский,2,43.0,5,9,24000.0,21.5,8.6,0.5555555555555556
4945,Чиланзарский,1,28.0,2,2,21500.0,28.0,14.0,1.0
4946,Чиланзарский,1,30.0,3,4,26200.0,30.0,10.0,0.75
4947,Юнусабадский,5,103.0,1,4,74000.0,20.6,103.0,0.25
4948,Юнусабадский,4,80.0,2,4,52500.0,20.0,40.0,0.5
4949,Яккасарайский,2,48.0,1,4,39000.0,24.0,48.0,0.25
4950,Чиланзарский,2,60.0,4,9,31500.0,30.0,15.0,0.4444444444444444
4951,Яккасарайский,1,32.0,2,4,40000.0,32.0,16.0,0.5
4952,Мирабадский,3,120.0,2,8,165000.0,40.0,60.0,0.25
4953,Яккасарайский,1,28.0,1,4,34000.0,28.0,28.0,0.25
4954,Юнусабадский,3,80.0,2,4,61500.0,26.666666666666668,40.0,0.5
4955,Яшнободский,3,58.0,2,2,23000.0,19.333333333333332,29.0,1.0
4956,Чиланзарский,2,60.0,4,4,32000.0,30.0,15.0,1.0
4957,Чиланзарский,2,60.0,2,5,33500.0,30.0,30.0,0.4
4958,Чиланзарский,2,54.0,2,5,36500.0,27.0,27.0,0.4
4959,Чиланзарский,2,50.0,4,4,33500.0,25.0,12.5,1.0
4960,Чиланзарский,2,50.0,2,4,33500.0,25.0,25.0,0.5
4961,Сергелийский,2,70.0,3,7,35200.0,35.0,23.333333333333332,0.42857142857142855
4962,Чиланзарский,1,42.0,2,4,28000.0,42.0,21.0,0.5
4963,Чиланзарский,1,42.0,3,5,27500.0,42.0,14.0,0.6
4964,Чиланзарский,1,36.0,3,4,25500.0,36.0,12.0,0.75
4965,Учтепинский,3,70.0,5,12,57500.0,23.333333333333332,14.0,0.4166666666666667
4966,Учтепинский,2,58.0,1,5,43000.0,29.0,58.0,0.2
4967,Чиланзарский,2,60.0,1,4,39000.0,30.0,60.0,0.25
4968,Учтепинский,2,52.0,3,5,37000.0,26.0,17.333333333333332,0.6
4969,Чиланзарский,2,50.0,4,4,35000.0,25.0,12.5,1.0
4970,Учтепинский,4,74.0,3,4,73000.0,18.5,24.666666666666668,0.75
4971,Чиланзарский,1,30.0,2,4,28200.0,30.0,15.0,0.5
4972,Чиланзарский,3,90.0,7,9,52500.0,30.0,12.857142857142858,0.7777777777777778
4973,Мирабадский,3,75.0,7,9,65000.0,25.0,10.714285714285714,0.7777777777777778
4974,Яшнободский,2,56.0,4,9,45000.0,28.0,14.0,0.4444444444444444
4975,Сергелийский,4,90.54,1,3,70000.0,22.635,90.54,0.3333333333333333
4976,Яккасарайский,1,39.0,1,5,27500.0,39.0,39.0,0.2
4977,Юнусабадский,4,90.0,2,4,64000.0,22.5,45.0,0.5
4978,Учтепинский,2,54.0,3,5,34500.0,27.0,18.0,0.6
4979,Мирабадский,4,120.0,6,9,84000.0,30.0,20.0,0.6666666666666666
4980,Мирзо-Улугбекский,2,57.0,5,5,45000.0,28.5,11.4,1.0
4981,Мирзо-Улугбекский,2,59.0,3,5,43000.0,29.5,19.666666666666668,0.6
